source,event_or_hook,context
modules_Documentation.md,onCheckChange, color: #aaaaaa   text-align: center   text-offset: 0 30   @onCheckChange: modules.game_npctrade.onItemBoxChecked(self)    Item     i
modules_Documentation.md,onItemBoxChecked,  text-offset: 0 30   @onCheckChange: modules.game_npctrade.onItemBoxChecked(self)    Item     id: item     phantom: true     anchors.to
modules_Documentation.md,onEscape,  id: npcWindow   !text: tr('NPC Trade')   size: 550 460   @onEscape: modules.game_npctrade.closeNpcTrade()    $mobile:     size
modules_Documentation.md,onValueChange,ue       minimum: 1       maximum: 100       step: 1       @onValueChange: modules.game_npctrade.onQuantityValueChange(self:getValue(
modules_Documentation.md,onQuantityValueChange,0       step: 1       @onValueChange: modules.game_npctrade.onQuantityValueChange(self:getValue())    FlatPanel     id: buyOptions     height
modules_Documentation.md,onTextChange,n-top: -2       margin-left: 5       margin-right: 5       @onTextChange: modules.game_npctrade.onSearchTextChange()      CheckBox  
modules_Documentation.md,onSearchTextChange, margin-right: 5       @onTextChange: modules.game_npctrade.onSearchTextChange()      CheckBox       id: buyWithBackpack       !text: tr('
modules_Documentation.md,onCheckChange,arent.right       margin-left: 5       margin-top: 3       @onCheckChange: modules.game_npctrade.onBuyWithBackpackChange()      Check
modules_Documentation.md,onBuyWithBackpackChange,  margin-top: 3       @onCheckChange: modules.game_npctrade.onBuyWithBackpackChange()      CheckBox       id: ignoreCapacity       !text: tr('I
modules_Documentation.md,onCheckChange,arent.right       margin-left: 5       margin-top: 3       @onCheckChange: modules.game_npctrade.onIgnoreCapacityChange()      CheckB
modules_Documentation.md,onIgnoreCapacityChange,  margin-top: 3       @onCheckChange: modules.game_npctrade.onIgnoreCapacityChange()      CheckBox       id: ignoreEquipped       !text: tr('I
modules_Documentation.md,onCheckChange,rgin-top: 3       visible: false       checked: true       @onCheckChange: modules.game_npctrade.onIgnoreEquippedChange()      CheckB
modules_Documentation.md,onIgnoreEquippedChange,  checked: true       @onCheckChange: modules.game_npctrade.onIgnoreEquippedChange()      CheckBox       id: showAllItems       !text: tr('Sho
modules_Documentation.md,onCheckChange,rgin-top: 3       visible: false       checked: true       @onCheckChange: modules.game_npctrade.onShowAllItemsChange()    Button    
modules_Documentation.md,onShowAllItemsChange,  checked: true       @onCheckChange: modules.game_npctrade.onShowAllItemsChange()    Button     id: sellAllWithDelayButton     !text: tr('S
modules_Documentation.md,onClick, parent.bottom     margin-right: 10     visible: false     @onClick: modules.game_npctrade.sellAll(true)    Button     id: sell
modules_Documentation.md,onClick, parent.bottom     margin-right: 10     visible: false     @onClick: modules.game_npctrade.sellAll()    Button     id: tradeBut
modules_Documentation.md,onClick,    anchors.bottom: parent.bottom     margin-right: 10     @onClick: modules.game_npctrade.onTradeClick()    Button     !text: 
modules_Documentation.md,onTradeClick,om     margin-right: 10     @onClick: modules.game_npctrade.onTradeClick()    Button     !text: tr('Close')     width: 64     anchor
modules_Documentation.md,onClick,.right: parent.right     anchors.bottom: parent.bottom     @onClick: modules.game_npctrade.closeNpcTrade() ``` ---  # 📦 Moduł: 
modules_Documentation.md,onOpenOutfitWindow,"aBar"" }  function init()   connect(     g_game,     {       onOpenOutfitWindow = create,       onGameEnd = destroy     }   ) end  function"
modules_Documentation.md,onGameEnd,"     g_game,     {       onOpenOutfitWindow = create,       onGameEnd = destroy     }   ) end  function terminate()   disconnect("
modules_Documentation.md,onOpenOutfitWindow," function terminate()   disconnect(     g_game,     {       onOpenOutfitWindow = create,       onGameEnd = destroy     }   )   destroy() e"
modules_Documentation.md,onGameEnd,"     g_game,     {       onOpenOutfitWindow = create,       onGameEnd = destroy     }   )   destroy() end  function onMovementCha"
modules_Documentation.md,onMovementChange,"    onGameEnd = destroy     }   )   destroy() end  function onMovementChange(checkBox, checked)   previewCreature:setAnimate(checked)   "
modules_Documentation.md,onShowFloorChange,"nimate(checked)   settings.movement = checked end  function onShowFloorChange(checkBox, checked)   if checked then     floor:show()      "
modules_Documentation.md,onShowMountChange,":hide()   end    settings.showFloor = checked end  function onShowMountChange(checkBox, checked)   settings.showMount = checked   updateP"
modules_Documentation.md,onShowOutfitChange,"ettings.showMount = checked   updatePreview() end  function onShowOutfitChange(checkBox, checked)   settings.showOutfit = checked   showMo"
modules_Documentation.md,onShowAuraChange,"nabled(settings.showOutfit)   updatePreview() end  function onShowAuraChange(checkBox, checked)   settings.showAura = checked   updatePr"
modules_Documentation.md,onShowWingsChange,"settings.showAura = checked   updatePreview() end  function onShowWingsChange(checkBox, checked)   settings.showWings = checked   updateP"
modules_Documentation.md,onShowShaderChange,"ettings.showWings = checked   updatePreview() end  function onShowShaderChange(checkBox, checked)   settings.showShader = checked   update"
modules_Documentation.md,onShowBarsChange,"ttings.showShader = checked   updatePreview() end  function onShowBarsChange(checkBox, checked)   settings.showBars = checked   updatePr"
modules_Documentation.md,onShowFloorChange,"tePreview() end  local PreviewOptions = {   [""showFloor""] = onShowFloorChange,   [""showOutfit""] = onShowOutfitChange,   [""showMount""] = o"
modules_Documentation.md,onShowOutfitChange,"= {   [""showFloor""] = onShowFloorChange,   [""showOutfit""] = onShowOutfitChange,   [""showMount""] = onShowMountChange,   [""showWings""] = onS"
modules_Documentation.md,onShowMountChange,"e,   [""showOutfit""] = onShowOutfitChange,   [""showMount""] = onShowMountChange,   [""showWings""] = onShowWingsChange,   [""showAura""] = onSh"
modules_Documentation.md,onShowWingsChange,"nge,   [""showMount""] = onShowMountChange,   [""showWings""] = onShowWingsChange,   [""showAura""] = onShowAuraChange,   [""showShader""] = onSh"
modules_Documentation.md,onShowAuraChange,"ange,   [""showWings""] = onShowWingsChange,   [""showAura""] = onShowAuraChange,   [""showShader""] = onShowShaderChange,   [""showBars""] = on"
modules_Documentation.md,onShowShaderChange,"ange,   [""showAura""] = onShowAuraChange,   [""showShader""] = onShowShaderChange,   [""showBars""] = onShowBarsChange }  function create(curre"
modules_Documentation.md,onShowBarsChange,"ge,   [""showShader""] = onShowShaderChange,   [""showBars""] = onShowBarsChange }  function create(currentOutfit, outfitList, mountList, wi"
modules_Documentation.md,onCheckChange,eck:setChecked(false)   end   window.configure.addon1.check.onCheckChange = onAddonChange   window.configure.addon2.check.onCheckChan
modules_Documentation.md,onAddonChange,alse)   end   window.configure.addon1.check.onCheckChange = onAddonChange   window.configure.addon2.check.onCheckChange = onAddonChan
modules_Documentation.md,onCheckChange,CheckChange = onAddonChange   window.configure.addon2.check.onCheckChange = onAddonChange    configureAddons(currentOutfit.addons)   
modules_Documentation.md,onAddonChange,AddonChange   window.configure.addon2.check.onCheckChange = onAddonChange    configureAddons(currentOutfit.addons)    movementCheck =
modules_Documentation.md,onCheckChange,"ck = window.preview.options.showBars.check    movementCheck.onCheckChange = onMovementChange   for _, option in ipairs(window.preview"
modules_Documentation.md,onMovementChange,"iew.options.showBars.check    movementCheck.onCheckChange = onMovementChange   for _, option in ipairs(window.preview.options:getChildre"
modules_Documentation.md,onCheckChange,s(window.preview.options:getChildren()) do     option.check.onCheckChange = PreviewOptions[option:getId()]   end    movementCheck:set
modules_Documentation.md,onSelectionChange,BoxGroup:addWidget(colorBox)     end   end    colorBoxGroup.onSelectionChange = onColorCheckChange    appearanceGroup = UIRadioGroup.crea
modules_Documentation.md,onColorCheckChange,olorBox)     end   end    colorBoxGroup.onSelectionChange = onColorCheckChange    appearanceGroup = UIRadioGroup.create()   appearanceGrou
modules_Documentation.md,onSelectionChange,indow.appearance.settings.manaBar.check)    appearanceGroup.onSelectionChange = onAppearanceChange   appearanceGroup:selectWidget(window.
modules_Documentation.md,onAppearanceChange,tings.manaBar.check)    appearanceGroup.onSelectionChange = onAppearanceChange   appearanceGroup:selectWidget(window.appearance.settings.p
modules_Documentation.md,onSelectionChange,idget(window.appearance.colorMode.detail)    colorModeGroup.onSelectionChange = onColorModeChange   colorModeGroup:selectWidget(window.ap
modules_Documentation.md,onColorModeChange,nce.colorMode.detail)    colorModeGroup.onSelectionChange = onColorModeChange   colorModeGroup:selectWidget(window.appearance.colorMode.h
modules_Documentation.md,onKeyPress,e.getFeature(GamePlayerMounts))    window.listSearch.search.onKeyPress = onFilterSearch end  function destroy()   if window then  
modules_Documentation.md,onFilterSearch,GamePlayerMounts))    window.listSearch.search.onKeyPress = onFilterSearch end  function destroy()   if window then     window:destroy
modules_Documentation.md,onCheckChange,heck:setEnabled(hasAddon2)    window.configure.addon1.check.onCheckChange = nil   window.configure.addon2.check.onCheckChange = nil  
modules_Documentation.md,onCheckChange,1.check.onCheckChange = nil   window.configure.addon2.check.onCheckChange = nil   window.configure.addon1.check:setChecked(false)   w
modules_Documentation.md,onCheckChange,CheckChange = onAddonChange   window.configure.addon2.check.onCheckChange = onAddonChange end  function newPreset()   if not settings
modules_Documentation.md,onAddonChange,AddonChange   window.configure.addon2.check.onCheckChange = onAddonChange end  function newPreset()   if not settings.presets then   
modules_Documentation.md,onClick,"tWidget.rename.input:setText("""")   presetWidget.rename.save.onClick = function()     saveRename(presetId)   end   presetWidget."
modules_Documentation.md,onAppearanceChange,"pdateAppearanceText(""preset"", newTitle)   end end  function onAppearanceChange(widget, selectedWidget)   local id = selectedWidget:getPare"
modules_Documentation.md,onChildFocusChange,"ildVisible(w, {x = 0, y = 196})   end    window.presetsList.onChildFocusChange = onPresetSelect   window.presetsList:show()   window.prese"
modules_Documentation.md,onPresetSelect, y = 196})   end    window.presetsList.onChildFocusChange = onPresetSelect   window.presetsList:show()   window.presetsScroll:show()  
modules_Documentation.md,onChildFocusChange,ide()   window.presetButtons:hide()    window.selectionList.onChildFocusChange = nil   window.selectionList:destroyChildren()    local foc
modules_Documentation.md,onChildFocusChange,"dVisible(w, {x = 0, y = 196})   end    window.selectionList.onChildFocusChange = onOutfitSelect   window.selectionList:show()   window.sel"
modules_Documentation.md,onOutfitSelect, = 196})   end    window.selectionList.onChildFocusChange = onOutfitSelect   window.selectionList:show()   window.selectionScroll:show
modules_Documentation.md,onChildFocusChange,"dVisible(w, {x = 0, y = 196})   end    window.selectionList.onChildFocusChange = onMountSelect   window.selectionList:show()   window.sele"
modules_Documentation.md,onMountSelect, = 196})   end    window.selectionList.onChildFocusChange = onMountSelect   window.selectionList:show()   window.selectionScroll:show
modules_Documentation.md,onChildFocusChange,"dVisible(w, {x = 0, y = 196})   end    window.selectionList.onChildFocusChange = onAuraSelect   window.selectionList:show()   window.selec"
modules_Documentation.md,onAuraSelect, = 196})   end    window.selectionList.onChildFocusChange = onAuraSelect   window.selectionList:show()   window.selectionScroll:show
modules_Documentation.md,onChildFocusChange,"dVisible(w, {x = 0, y = 196})   end    window.selectionList.onChildFocusChange = onWingsSelect   window.selectionList:show()   window.sele"
modules_Documentation.md,onWingsSelect, = 196})   end    window.selectionList.onChildFocusChange = onWingsSelect   window.selectionList:show()   window.selectionScroll:show
modules_Documentation.md,onChildFocusChange,"dVisible(w, {x = 0, y = 196})   end    window.selectionList.onChildFocusChange = onShaderSelect   window.selectionList:show()   window.sel"
modules_Documentation.md,onShaderSelect, = 196})   end    window.selectionList.onChildFocusChange = onShaderSelect   window.selectionList:show()   window.selectionScroll:show
modules_Documentation.md,onChildFocusChange,"dVisible(w, {x = 0, y = 196})   end    window.selectionList.onChildFocusChange = onHealthBarSelect   window.selectionList:show()   window."
modules_Documentation.md,onHealthBarSelect, = 196})   end    window.selectionList.onChildFocusChange = onHealthBarSelect   window.selectionList:show()   window.selectionScroll:show
modules_Documentation.md,onChildFocusChange,"dVisible(w, {x = 0, y = 196})   end    window.selectionList.onChildFocusChange = onManaBarSelect   window.selectionList:show()   window.se"
modules_Documentation.md,onManaBarSelect, = 196})   end    window.selectionList.onChildFocusChange = onManaBarSelect   window.selectionList:show()   window.selectionScroll:show
modules_Documentation.md,onPresetSelect,"ctionScroll:show()   window.listSearch:show() end  function onPresetSelect(list, focusedChild, unfocusedChild, reason)   if focusedChi"
modules_Documentation.md,onOutfitSelect,"eAppearanceText(""preset"", preset.title)   end end  function onOutfitSelect(list, focusedChild, unfocusedChild, reason)   if focusedChi"
modules_Documentation.md,onMountSelect,"(""outfit"", focusedChild.name:getText())   end end  function onMountSelect(list, focusedChild, unfocusedChild, reason)   if focusedChi"
modules_Documentation.md,onAuraSelect,"t(""mount"", focusedChild.name:getText())   end end  function onAuraSelect(list, focusedChild, unfocusedChild, reason)   if focusedChi"
modules_Documentation.md,onWingsSelect,"xt(""aura"", focusedChild.name:getText())   end end  function onWingsSelect(list, focusedChild, unfocusedChild, reason)   if focusedChi"
modules_Documentation.md,onShaderSelect,"t(""wings"", focusedChild.name:getText())   end end  function onShaderSelect(list, focusedChild, unfocusedChild, reason)   if focusedChi"
modules_Documentation.md,onHealthBarSelect,"(""shader"", focusedChild.name:getText())   end end  function onHealthBarSelect(list, focusedChild, unfocusedChild, reason)   if focusedChi"
modules_Documentation.md,onManaBarSelect,"ealthBar"", focusedChild.name:getText())   end end  function onManaBarSelect(list, focusedChild, unfocusedChild, reason)   if focusedChi"
modules_Documentation.md,onAddonChange,"deselectPreset()   settings.currentPreset = 0 end  function onAddonChange(widget, checked)   local addonId = widget:getParent():getId"
modules_Documentation.md,onColorModeChange,"ngs.outfit.check then     showOutfits()   end end  function onColorModeChange(widget, selectedWidget)   local colorMode = selectedWidget:"
modules_Documentation.md,onColorCheckChange,"oxPanel[""colorBox"" .. tempOutfit.feet])   end end  function onColorCheckChange(widget, selectedWidget)   local colorId = selectedWidget.co"
modules_Documentation.md,onFilterSearch,:setDirection(direction)   floor:setMargin(0) end  function onFilterSearch()   addEvent(     function()       local searchText = windo
modules_Documentation.md,onLoad,rd.gg/DUkqbedmgP   sandboxed: true   scripts: [ outfit ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 outfitwindow.
modules_Documentation.md,onUnload, sandboxed: true   scripts: [ outfit ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 outfitwindow.otui ```otui FloorTi
modules_Documentation.md,onDeath,"it()   g_ui.importStyle('deathwindow')    connect(g_game, { onDeath = display,                     onGameEnd = reset }) end  fu"
modules_Documentation.md,onGameEnd,"   connect(g_game, { onDeath = display,                     onGameEnd = reset }) end  function terminate()   disconnect(g_game, {"
modules_Documentation.md,onDeath,"= reset }) end  function terminate()   disconnect(g_game, { onDeath = display,                        onGameEnd = reset })    r"
modules_Documentation.md,onGameEnd,"connect(g_game, { onDeath = display,                        onGameEnd = reset })    reset() end  function reset()   if deathWindo"
modules_Documentation.md,onEnter,rent():destroy()     deathWindow = nil   end    deathWindow.onEnter = okFunc   deathWindow.onEscape = cancelFunc    okButton.on
modules_Documentation.md,onEscape,w = nil   end    deathWindow.onEnter = okFunc   deathWindow.onEscape = cancelFunc    okButton.onClick = okFunc   cancelButton.on
modules_Documentation.md,onClick,er = okFunc   deathWindow.onEscape = cancelFunc    okButton.onClick = okFunc   cancelButton.onClick = cancelFunc end ``` ---  #
modules_Documentation.md,onClick,pe = cancelFunc    okButton.onClick = okFunc   cancelButton.onClick = cancelFunc end ``` ---  # 📄 playerdeath.otmod ```text Mod
modules_Documentation.md,onLoad,rt/otclient   sandboxed: true   scripts: [ playerdeath ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📦 Moduł: `game_
modules_Documentation.md,onUnload,boxed: true   scripts: [ playerdeath ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📦 Moduł: `game_playermount`  # 📄 pl
modules_Documentation.md,onGameStart,"yermount.lua ```lua function init()   connect(g_game, {     onGameStart = online,     onGameEnd = offline   })   if g_game.isOnline"
modules_Documentation.md,onGameEnd,"on init()   connect(g_game, {     onGameStart = online,     onGameEnd = offline   })   if g_game.isOnline() then online() end end"
modules_Documentation.md,onGameStart,"() end end  function terminate()   disconnect(g_game, {     onGameStart = online,     onGameEnd = offline   })   offline() end  fun"
modules_Documentation.md,onGameEnd,"nate()   disconnect(g_game, {     onGameStart = online,     onGameEnd = offline   })   offline() end  function online()   if g_ga"
modules_Documentation.md,onLoad,rt/otclient   sandboxed: true   scripts: [ playermount ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📦 Moduł: `game_
modules_Documentation.md,onUnload,boxed: true   scripts: [ playermount ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📦 Moduł: `game_playertrade`  # 📄 pl
modules_Documentation.md,onOwnTrade,"it()   g_ui.importStyle('tradewindow')    connect(g_game, { onOwnTrade = onGameOwnTrade,                     onCounterTrade = onGa"
modules_Documentation.md,onGameOwnTrade,"mportStyle('tradewindow')    connect(g_game, { onOwnTrade = onGameOwnTrade,                     onCounterTrade = onGameCounterTrade,  "
modules_Documentation.md,onCounterTrade,"(g_game, { onOwnTrade = onGameOwnTrade,                     onCounterTrade = onGameCounterTrade,                     onCloseTrade = on"
modules_Documentation.md,onGameCounterTrade,"rade = onGameOwnTrade,                     onCounterTrade = onGameCounterTrade,                     onCloseTrade = onGameCloseTrade,      "
modules_Documentation.md,onCloseTrade,"   onCounterTrade = onGameCounterTrade,                     onCloseTrade = onGameCloseTrade,                     onGameEnd = onGameC"
modules_Documentation.md,onGameCloseTrade,"de = onGameCounterTrade,                     onCloseTrade = onGameCloseTrade,                     onGameEnd = onGameCloseTrade }) end  f"
modules_Documentation.md,onGameEnd,"       onCloseTrade = onGameCloseTrade,                     onGameEnd = onGameCloseTrade }) end  function terminate()   disconnec"
modules_Documentation.md,onGameCloseTrade,"seTrade = onGameCloseTrade,                     onGameEnd = onGameCloseTrade }) end  function terminate()   disconnect(g_game, { onOwnTr"
modules_Documentation.md,onOwnTrade,"seTrade }) end  function terminate()   disconnect(g_game, { onOwnTrade = onGameOwnTrade,                        onCounterTrade = o"
modules_Documentation.md,onGameOwnTrade,"d  function terminate()   disconnect(g_game, { onOwnTrade = onGameOwnTrade,                        onCounterTrade = onGameCounterTrade"
modules_Documentation.md,onCounterTrade,"game, { onOwnTrade = onGameOwnTrade,                        onCounterTrade = onGameCounterTrade,                        onCloseTrade ="
modules_Documentation.md,onGameCounterTrade,"e = onGameOwnTrade,                        onCounterTrade = onGameCounterTrade,                        onCloseTrade = onGameCloseTrade,   "
modules_Documentation.md,onCloseTrade,"onCounterTrade = onGameCounterTrade,                        onCloseTrade = onGameCloseTrade,                        onGameEnd = onGa"
modules_Documentation.md,onGameCloseTrade,"= onGameCounterTrade,                        onCloseTrade = onGameCloseTrade,                        onGameEnd = onGameCloseTrade })    "
modules_Documentation.md,onGameEnd,"    onCloseTrade = onGameCloseTrade,                        onGameEnd = onGameCloseTrade })    if tradeWindow then     tradeWindo"
modules_Documentation.md,onGameCloseTrade,"rade = onGameCloseTrade,                        onGameEnd = onGameCloseTrade })    if tradeWindow then     tradeWindow:destroy()   end e"
modules_Documentation.md,onClose,"dow', modules.game_interface.getRightPanel())   tradeWindow.onClose = function()     g_game.rejectTrade()     tradeWindow:hide("
modules_Documentation.md,onClick,"setVirtual(true)     itemWidget:setMargin(0)     itemWidget.onClick = function()       g_game.inspectTrade(counter, index-1)   "
modules_Documentation.md,onGameOwnTrade,".inspectTrade(counter, index-1)     end   end end  function onGameOwnTrade(name, items)   fillTrade(name, items, false) end  function "
modules_Documentation.md,onGameCounterTrade,"(name, items)   fillTrade(name, items, false) end  function onGameCounterTrade(name, items)   fillTrade(name, items, true) end  function o"
modules_Documentation.md,onGameCloseTrade,"e(name, items)   fillTrade(name, items, true) end  function onGameCloseTrade()   if tradeWindow then     tradeWindow:destroy()     trade"
modules_Documentation.md,onLoad,rt/otclient   sandboxed: true   scripts: [ playertrade ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 tradewindow.o
modules_Documentation.md,onUnload,boxed: true   scripts: [ playertrade ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 tradewindow.otui ```otui TradeWin
modules_Documentation.md,onClick,talCenter       margin-right: 2       enabled: false       @onClick: g_game.acceptTrade(); self:disable()      Button       !te
modules_Documentation.md,onClick,s.left: parent.horizontalCenter       margin-left: 2       @onClick: g_game.rejectTrade() ``` ---  # 📦 Moduł: `game_prey`  # 📄 
modules_Documentation.md,onGameStart," "":"" .. mins end    function init()   connect(g_game, {     onGameStart = check,     onGameEnd = hide,     onResourceBalance = onRe"
modules_Documentation.md,onGameEnd,"ion init()   connect(g_game, {     onGameStart = check,     onGameEnd = hide,     onResourceBalance = onResourceBalance,     onPr"
modules_Documentation.md,onResourceBalance,"_game, {     onGameStart = check,     onGameEnd = hide,     onResourceBalance = onResourceBalance,     onPreyFreeRolls = onPreyFreeRolls,"
modules_Documentation.md,onResourceBalance,"tart = check,     onGameEnd = hide,     onResourceBalance = onResourceBalance,     onPreyFreeRolls = onPreyFreeRolls,     onPreyTimeLeft "
modules_Documentation.md,onPreyFreeRolls,"eEnd = hide,     onResourceBalance = onResourceBalance,     onPreyFreeRolls = onPreyFreeRolls,     onPreyTimeLeft = onPreyTimeLeft,    "
modules_Documentation.md,onPreyFreeRolls,"nResourceBalance = onResourceBalance,     onPreyFreeRolls = onPreyFreeRolls,     onPreyTimeLeft = onPreyTimeLeft,     onPreyPrice = onP"
modules_Documentation.md,onPreyTimeLeft,"ResourceBalance,     onPreyFreeRolls = onPreyFreeRolls,     onPreyTimeLeft = onPreyTimeLeft,     onPreyPrice = onPreyPrice,     onPrey"
modules_Documentation.md,onPreyTimeLeft,"    onPreyFreeRolls = onPreyFreeRolls,     onPreyTimeLeft = onPreyTimeLeft,     onPreyPrice = onPreyPrice,     onPreyLocked = onPreyLo"
modules_Documentation.md,onPreyPrice,"= onPreyFreeRolls,     onPreyTimeLeft = onPreyTimeLeft,     onPreyPrice = onPreyPrice,     onPreyLocked = onPreyLocked,     onPreyI"
modules_Documentation.md,onPreyPrice,"lls,     onPreyTimeLeft = onPreyTimeLeft,     onPreyPrice = onPreyPrice,     onPreyLocked = onPreyLocked,     onPreyInactive = onPr"
modules_Documentation.md,onPreyLocked,"meLeft = onPreyTimeLeft,     onPreyPrice = onPreyPrice,     onPreyLocked = onPreyLocked,     onPreyInactive = onPreyInactive,     on"
modules_Documentation.md,onPreyLocked,"TimeLeft,     onPreyPrice = onPreyPrice,     onPreyLocked = onPreyLocked,     onPreyInactive = onPreyInactive,     onPreyActive = on"
modules_Documentation.md,onPreyInactive,"eyPrice = onPreyPrice,     onPreyLocked = onPreyLocked,     onPreyInactive = onPreyInactive,     onPreyActive = onPreyActive,     onPr"
modules_Documentation.md,onPreyInactive,"rice,     onPreyLocked = onPreyLocked,     onPreyInactive = onPreyInactive,     onPreyActive = onPreyActive,     onPreySelection = onP"
modules_Documentation.md,onPreyActive,"ed = onPreyLocked,     onPreyInactive = onPreyInactive,     onPreyActive = onPreyActive,     onPreySelection = onPreySelection   }) "
modules_Documentation.md,onPreyActive,"ed,     onPreyInactive = onPreyInactive,     onPreyActive = onPreyActive,     onPreySelection = onPreySelection   })    preyWindow ="
modules_Documentation.md,onPreySelection,"tive = onPreyInactive,     onPreyActive = onPreyActive,     onPreySelection = onPreySelection   })    preyWindow = g_ui.displayUI('prey"
modules_Documentation.md,onPreySelection,"ive,     onPreyActive = onPreyActive,     onPreySelection = onPreySelection   })    preyWindow = g_ui.displayUI('prey')   preyWindow:hi"
modules_Documentation.md,onHover,"ey creature for the next 2 hours hunting time."" }  function onHover(widget)   if type(widget) == ""string"" then     return preyW"
modules_Documentation.md,onGameStart,"   end end  function terminate()   disconnect(g_game, {     onGameStart = check,     onGameEnd = hide,     onResourceBalance = onRe"
modules_Documentation.md,onGameEnd,"inate()   disconnect(g_game, {     onGameStart = check,     onGameEnd = hide,     onResourceBalance = onResourceBalance,     onPr"
modules_Documentation.md,onPreyActive,"ed,     onPreyInactive = onPreyInactive,     onPreyActive = onPreyActive,     onPreySelection = onPreySelection   })      if preyBut"
modules_Documentation.md,onPreySelection,"tive = onPreyInactive,     onPreyActive = onPreyActive,     onPreySelection = onPreySelection   })      if preyButton then     preyButt"
modules_Documentation.md,onPreySelection,"ive,     onPreyActive = onPreyActive,     onPreySelection = onPreySelection   })      if preyButton then     preyButton:destroy()   end"
modules_Documentation.md,onPreyFreeRolls,"sible() then     return hide()   end   show() end  function onPreyFreeRolls(slot, timeleft)   local prey = preyWindow[""slot"" .. (slot +"
modules_Documentation.md,onPreyTimeLeft,"0 then       price:setText(""0"")     end   end end  function onPreyTimeLeft(slot, timeLeft)   -- description   preyDescription[slot] = "
modules_Documentation.md,onClick, tracker.time}) do     element:setTooltip(text)     element.onClick = function()       show()     end   end   -- main window   
modules_Documentation.md,onPreyPrice,"tPercent(percent)   progressbar:setText(desc) end  function onPreyPrice(price)   rerollPrice = price   local t = {""slot1"", ""slot2"","
modules_Documentation.md,onPreyLocked,"lse       price:setText(""Free"")     end   end end  function onPreyLocked(slot, unlockState, timeUntilFreeReroll)   -- tracker   slot"
modules_Documentation.md,onPreyInactive,"e()   prey.active:hide()   prey.locked:show() end  function onPreyInactive(slot, timeUntilFreeReroll)   -- tracker   local tracker = p"
modules_Documentation.md,onClick,"ick in this window to open the prey dialog."")       element.onClick = function()         show()       end     end   end   -- ma"
modules_Documentation.md,onClick,"ey_reroll_blocked"")   rerollButton:disable()   rerollButton.onClick = function()     g_game.preyAction(slot, PREY_ACTION_LISTRE"
modules_Documentation.md,onHoverChange,"widget = g_ui.createWidget(""Star"", gradePanel)       widget.onHoverChange = function(widget,hovered)         onHover(slot)       end "
modules_Documentation.md,onHover,"    widget.onHoverChange = function(widget,hovered)         onHover(slot)       end     else       local widget = g_ui.createWi"
modules_Documentation.md,onHoverChange,"dget = g_ui.createWidget(""NoStar"", gradePanel)       widget.onHoverChange = function(widget,hovered)         onHover(slot)       end "
modules_Documentation.md,onHover,"    widget.onHoverChange = function(widget,hovered)         onHover(slot)       end     end   end end  function getBigIconPath("
modules_Documentation.md,onItemBoxChecked,"tring.upper))   end   return formatted:trim() end  function onItemBoxChecked(widget)    for i, slot in pairs({""slot1"", ""slot2"", ""slot3""}"
modules_Documentation.md,onPreyActive,"  end     end   end   widget:setChecked(true) end  function onPreyActive(slot, currentHolderName, currentHolderOutfit, bonusType, bo"
modules_Documentation.md,onClick,"timeLeft, true) .. preyDescription[slot].two)       element.onClick = function()         show()       end     end   end   local"
modules_Documentation.md,onHoverChange,"ce(getBigIconPath(bonusType))   creatureAndBonus.bonus.icon.onHoverChange = function(widget, hovered)     onHover(slot)   end   setBo"
modules_Documentation.md,onHover,"us.bonus.icon.onHoverChange = function(widget, hovered)     onHover(slot)   end   setBonusGradeStars(slot, bonusGrade)   creatu"
modules_Documentation.md,onClick,"imeLeft))   -- bonus reroll   prey.active.choose.selectPrey.onClick = function()     g_game.preyAction(slot, PREY_ACTION_BONUSR"
modules_Documentation.md,onClick,"-- creature reroll   prey.active.reroll.button.rerollButton.onClick = function()     g_game.preyAction(slot, PREY_ACTION_LISTRE"
modules_Documentation.md,onPreySelection,"Action(slot, PREY_ACTION_LISTREROLL, 0)   end end  function onPreySelection(slot, bonusType, bonusValue, bonusGrade, names, outfits, ti"
modules_Documentation.md,onClick,"n = prey.inactive.reroll.button.rerollButton   rerollButton.onClick = function()     g_game.preyAction(slot, PREY_ACTION_LISTRE"
modules_Documentation.md,onClick,"t(outfits[i])   end   prey.inactive.choose.choosePreyButton.onClick = function()     for i, child in pairs(list:getChildren()) "
modules_Documentation.md,onResourceBalance,"or""), tr(""Select monster to proceed.""))   end end  function onResourceBalance(type, balance)   if type == 0 then -- bank gold     bankGol"
modules_Documentation.md,onLoad,e   scripts: [ prey ]   dependencies: [ client_topmenu ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 prey.otui ```
modules_Documentation.md,onUnload,y ]   dependencies: [ client_topmenu ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 prey.otui ```otui LockedPreyPanel
